"trial_type","trial_index","time_elapsed","internal_node_id","success","timeout","failed_images","failed_audio","failed_video","rt","stimulus","response","task","slide_name","correct_answer","difficulty","rank","items","correct","question_order","mental_demand","physical_demand","temporal_demand","performance","effort","frustration","ai_answer","confidence_rating","trust_rating","ai_certainty"
"html-keyboard-response","346","836050","0.0-346.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"survey-likert","347","843081","0.0-347.0","","","","","","7030","","{""confidence"":5,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","348","846553","0.0-348.0","","","","","","3469","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p>You won 10€ and lost 0€ in this block! Your net earnings are 10€.</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","349","847398","0.0-349.0","","","","","","844","
              <div style=""font-family:sans-serif; text-align:center; margin-top:100px;"">
                <h2>Block Feedback</h2>
                <p style=""font-size:3em; font-weight:bold; margin-top:20px;"">10 / 10</p>
                <p><em>Press any key to continue.</em></p>
              </div>","s","","","","","","","","","","","","","","","","","",""
"survey-likert","350","851062","0.0-350.0","","","","","","3663","","{""confidence"":6,""trust"":6}","questionnaire","","","","","","","[0,1]","","","","","","","","","",""
"html-keyboard-response","351","855473","0.0-351.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","352","856364","0.0-352.0","","","","","","879","img/Image35.jpg","s","simple_trial","Image35","Safe","0.6","141","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","353","857366","0.0-353.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","354","861774","0.0-354.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","355","862474","0.0-355.0","","","","","","687","img/Image137.jpg","s","simple_trial","Image137","Safe","0.37","98","8","1","","","","","","","","Safe","","",""
"html-keyboard-response","356","863475","0.0-356.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","357","867477","0.0-357.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","358","868452","0.0-358.0","","","","","","967","img/Image54.jpg","s","simple_trial","Image54","Safe","0.78","149","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","359","869487","0.0-359.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","360","873488","0.0-360.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","361","874319","0.0-361.0","","","","","","824","img/Image18.jpg","s","simple_trial","Image18","Safe","0.05","5","3","1","","","","","","","","Safe","","",""
"html-keyboard-response","362","875321","0.0-362.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","363","879322","0.0-363.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","364","880025","0.0-364.0","","","","","","693","img/Image33.jpg","s","simple_trial","Image33","Safe","0.17","52","4","1","","","","","","","","Safe","","",""
"html-keyboard-response","365","881026","0.0-365.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","366","885028","0.0-366.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","367","885646","0.0-367.0","","","","","","607","img/Image133.jpg","s","simple_trial","Image133","Safe","0.35","92","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","368","886647","0.0-368.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","369","890651","0.0-369.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","370","891306","0.0-370.0","","","","","","641","img/Image112.jpg","s","simple_trial","Image112","Safe","0.62","143","9","1","","","","","","","","Safe","","",""
"html-keyboard-response","371","892307","0.0-371.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","372","896309","0.0-372.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","373","897111","0.0-373.0","","","","","","794","img/Image69.jpg","s","simple_trial","Image69","Safe","0.57","140","6","1","","","","","","","","Safe","","",""
"html-keyboard-response","374","898113","0.0-374.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","375","902308","0.0-375.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","376","902969","0.0-376.0","","","","","","651","img/Image11.jpg","s","simple_trial","Image11","Safe","0.08","25","3","1","","","","","","","","Safe","","",""
"html-keyboard-response","377","903970","0.0-377.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
"html-keyboard-response","378","907972","0.0-378.0","","","","","","null","<div class=""baggage"">Baggage incoming</div> <div class=""ai-pipeline""><div>AI is processing</div></div>","null","","","","","","","","","","","","","","","","","",""
"image-keyboard-response","379","908886","0.0-379.0","","","","","","904","img/Image76.jpg","s","simple_trial","Image76","Safe","0.25","67","5","1","","","","","","","","Safe","","",""
"html-keyboard-response","380","909887","0.0-380.0","","","","","","null","
            <div class=""response-container"">
            <p class=""response-label"">Your answer:</p>
              <p class=""response"">Safe</p>
            </div>","null","","","","","","","","","","","","","","","","","",""
